pr	state	mergedAt	conclusion	check_name	check_url	pr_url	title
158	MERGED	2025-12-19T04:38:08Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20359914154/job/58503128058	https://github.com/rauterfrank-ui/Peak_Trade/pull/158	docs(ops): add labeling guide + snapshot (2025-12-19)
159	MERGED	2025-12-19T04:59:17Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20360229235/job/58504034163	https://github.com/rauterfrank-ui/Peak_Trade/pull/159	chore: ignore local artifacts and backup files
160	MERGED	2025-12-19T11:51:50Z	FAILURE	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20360269902/job/58504148734	https://github.com/rauterfrank-ui/Peak_Trade/pull/160	feat: position sizing overlays + R&D gating + obs smoke tooling
161	MERGED	2025-12-19T11:51:48Z	FAILURE	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20368897538/job/58530452470	https://github.com/rauterfrank-ui/Peak_Trade/pull/161	fix(position_sizing): canonical vol-target sizer + overlay config compat
164	MERGED	2025-12-20T06:24:39Z	FAILURE	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20390431286/job/58598797976	https://github.com/rauterfrank-ui/Peak_Trade/pull/164	Implement autonomous AI-driven workflow system for intelligent decision-making and automated execution
165	MERGED	2025-12-20T06:20:24Z	NO_AUDIT			https://github.com/rauterfrank-ui/Peak_Trade/pull/165	Implement atomic cache writes for ParquetCache
166	MERGED	2025-12-20T06:19:54Z	FAILURE	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20384920779/job/58584050768	https://github.com/rauterfrank-ui/Peak_Trade/pull/166	Stability & Resilience v1: Complete implementation with circuit breaker, retry patterns, and fast smoke tests
167	MERGED	2025-12-20T06:20:31Z	NO_AUDIT			https://github.com/rauterfrank-ui/Peak_Trade/pull/167	Add backup/recovery system with disaster recovery workflows and integration examples
168	MERGED	2025-12-20T06:23:41Z	FAILURE	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20390420465/job/58598772544	https://github.com/rauterfrank-ui/Peak_Trade/pull/168	Add smoke test markers and fast test runner for Stability & Resilience v1
169	MERGED	2025-12-20T06:20:46Z	NO_AUDIT			https://github.com/rauterfrank-ui/Peak_Trade/pull/169	Add performance monitoring, developer automation, and unified knowledge system
170	MERGED	2025-12-20T06:20:17Z	NO_AUDIT			https://github.com/rauterfrank-ui/Peak_Trade/pull/170	Integrate vector databases, time-series storage, and RAG pipeline for AI-driven research
171	MERGED	2025-12-20T07:20:17Z	NO_AUDIT			https://github.com/rauterfrank-ui/Peak_Trade/pull/171	Add circuit breaker pattern and rate limiting to critical modules
173	OPEN		NO_AUDIT			https://github.com/rauterfrank-ui/Peak_Trade/pull/173	Add performance optimization suite with 14x backtest speedup and multi-level caching
174	OPEN		NO_AUDIT			https://github.com/rauterfrank-ui/Peak_Trade/pull/174	Implement AI Agent Framework with LangChain, Multi-Agent Workflows, and Autonomous Trading Capabilities
175	OPEN		NO_AUDIT			https://github.com/rauterfrank-ui/Peak_Trade/pull/175	Add workflow automation: CI/CD pipelines, feature flags, docs generation, and dev onboarding
176	OPEN		NO_AUDIT			https://github.com/rauterfrank-ui/Peak_Trade/pull/176	Implement production-ready monitoring dashboard with Prometheus + Grafana
177	OPEN		NO_AUDIT			https://github.com/rauterfrank-ui/Peak_Trade/pull/177	Implement S3-compatible cloud backup with automated retention and disaster recovery
178	OPEN		NO_AUDIT			https://github.com/rauterfrank-ui/Peak_Trade/pull/178	Implement WebUI Dashboard with FastAPI + Streamlit for real-time monitoring and backtesting
179	OPEN		NO_AUDIT			https://github.com/rauterfrank-ui/Peak_Trade/pull/179	Implement strict data contract validation at loader boundaries
180	MERGED	2025-12-20T20:29:47Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20399583140/job/58620006393	https://github.com/rauterfrank-ui/Peak_Trade/pull/180	Implement comprehensive error taxonomy with structured context and chaining
181	OPEN		NO_AUDIT			https://github.com/rauterfrank-ui/Peak_Trade/pull/181	Implement reproducibility tracking for backtest runs
182	MERGED	2025-12-20T08:12:40Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20391540558/job/58601423974	https://github.com/rauterfrank-ui/Peak_Trade/pull/182	chore: stabilize suite + docs pack + gating registry
183	MERGED	2025-12-20T09:16:12Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20392234744/job/58603120024	https://github.com/rauterfrank-ui/Peak_Trade/pull/183	feat(execution): Phase 16A+B - Simplified pipeline + telemetry & live-track bridge
184	MERGED	2025-12-20T09:40:16Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20392513638/job/58603745848	https://github.com/rauterfrank-ui/Peak_Trade/pull/184	feat(execution): Phase 16C telemetry viewer + ops pack
185	MERGED	2025-12-20T10:00:48Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20392661579/job/58604072539	https://github.com/rauterfrank-ui/Peak_Trade/pull/185	feat(execution): Phase 16D telemetry QA + incident playbook + regression gates
186	MERGED	2025-12-20T10:30:57Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20393023634/job/58604908288	https://github.com/rauterfrank-ui/Peak_Trade/pull/186	feat(telemetry): retention + rotation (Phase 16E)
187	MERGED	2025-12-20T10:54:31Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20393278190/job/58605458646	https://github.com/rauterfrank-ui/Peak_Trade/pull/187	feat(telemetry): ops health console + monitoring dashboard (Phase 16F)
188	OPEN		NO_AUDIT			https://github.com/rauterfrank-ui/Peak_Trade/pull/188	Add Pydantic config validation to prevent runtime failures from invalid configurations
189	OPEN		NO_AUDIT			https://github.com/rauterfrank-ui/Peak_Trade/pull/189	Implement trace context propagation for distributed request correlation
190	OPEN		NO_AUDIT			https://github.com/rauterfrank-ui/Peak_Trade/pull/190	Add formal invariant checking to backtest engine
191	OPEN		NO_AUDIT			https://github.com/rauterfrank-ui/Peak_Trade/pull/191	Add thread-safe config registry with hot-reload and atomic rollback
192	MERGED	2025-12-20T11:11:34Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20393457237/job/58605859984	https://github.com/rauterfrank-ui/Peak_Trade/pull/192	feat(telemetry): historical health trends dashboard (Phase 16H)
193	MERGED	2025-12-20T20:21:29Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20399516767/job/58619854977	https://github.com/rauterfrank-ui/Peak_Trade/pull/193	chore: Fix ruff linting errors in stage1 obs scripts
194	MERGED	2025-12-20T20:52:47Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20399802941/job/58620501367	https://github.com/rauterfrank-ui/Peak_Trade/pull/194	chore(deps): refresh uv.lock
195	MERGED	2025-12-20T21:03:50Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20399953695/job/58620855194	https://github.com/rauterfrank-ui/Peak_Trade/pull/195	chore: error taxonomy hardening
196	MERGED	2025-12-20T21:27:55Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20400228614/job/58621500405	https://github.com/rauterfrank-ui/Peak_Trade/pull/196	chore(ops): add PR #195 merge log + ops docs index update
197	MERGED	2025-12-20T21:48:16Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20400446398/job/58621987980	https://github.com/rauterfrank-ui/Peak_Trade/pull/197	feat(ops): Stage1 Ops Dashboard Panel (Phase 16K)
198	MERGED	2025-12-20T22:06:52Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20400615691/job/58622399765	https://github.com/rauterfrank-ui/Peak_Trade/pull/198	docs(ops): add PR #197 merge log (Phase 16K - Stage1 Ops Dashboard)
199	MERGED	2025-12-20T22:32:55Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20400877071/job/58623024178	https://github.com/rauterfrank-ui/Peak_Trade/pull/199	feat(ops): Docker Ops Runner for Stage1 monitoring (Phase 16L)
200	MERGED	2025-12-20T22:42:45Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20401008317/job/58623319416	https://github.com/rauterfrank-ui/Peak_Trade/pull/200	docs(ops): merge log PR 199
201	MERGED	2025-12-20T23:18:05Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20401229362/job/58623829018	https://github.com/rauterfrank-ui/Peak_Trade/pull/201	test(web): make web-ui tests optional via extras + importorskip
202	MERGED	2025-12-20T23:32:22Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20401515367/job/58624488619	https://github.com/rauterfrank-ui/Peak_Trade/pull/202	docs(ops): add PR #201 merge log
203	MERGED	2025-12-20T23:56:18Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20401756032/job/58625022137	https://github.com/rauterfrank-ui/Peak_Trade/pull/203	test(viz): make matplotlib-based report/plot tests optional
204	MERGED	2025-12-21T00:20:35Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20401987813/job/58625618655	https://github.com/rauterfrank-ui/Peak_Trade/pull/204	docs(ops): workflow scripts documentation + automation infrastructure
205	MERGED	2025-12-21T00:29:54Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20402107430/job/58625941367	https://github.com/rauterfrank-ui/Peak_Trade/pull/205	docs(ops): add PR #204 merge log
206	MERGED	2025-12-21T00:40:09Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20402224606/job/58626249355	https://github.com/rauterfrank-ui/Peak_Trade/pull/206	test(ops): workflow scripts bash syntax smoke guard
207	MERGED	2025-12-21T16:21:20Z	FAILURE	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20412572562/job/58651544828	https://github.com/rauterfrank-ui/Peak_Trade/pull/207	docs(ops): add PR #206 merge log
208	MERGED	2025-12-21T00:56:30Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20402412811/job/58626749934	https://github.com/rauterfrank-ui/Peak_Trade/pull/208	feat(web): add ops workflow hub (/ops/workflows)
209	MERGED	2025-12-21T01:08:33Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20402528599/job/58627038143	https://github.com/rauterfrank-ui/Peak_Trade/pull/209	docs(ops): add PR #208 merge log
210	MERGED	2025-12-21T01:20:09Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20402639938/job/58627308314	https://github.com/rauterfrank-ui/Peak_Trade/pull/210	docs(ops): add PR #209 merge log
211	MERGED	2025-12-21T01:27:32Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20402727683/job/58627512782	https://github.com/rauterfrank-ui/Peak_Trade/pull/211	docs(ops): add PR #210 merge log
212	MERGED	2025-12-21T01:35:50Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20402819721/job/58627735243	https://github.com/rauterfrank-ui/Peak_Trade/pull/212	docs(ops): add PR #211 merge log
213	MERGED	2025-12-21T09:23:58Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20407725883/job/58639936120	https://github.com/rauterfrank-ui/Peak_Trade/pull/213	docs(ops): add PR #212 merge log
214	MERGED	2025-12-21T09:31:50Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20407820558/job/58640144074	https://github.com/rauterfrank-ui/Peak_Trade/pull/214	docs(ops): add PR #213 merge log
215	MERGED	2025-12-21T09:51:09Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20408059115/job/58640710098	https://github.com/rauterfrank-ui/Peak_Trade/pull/215	chore: Setup pre-commit hooks and apply repo-wide formatting
216	MERGED	2025-12-21T10:12:04Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20408219107/job/58641102802	https://github.com/rauterfrank-ui/Peak_Trade/pull/216	feat(ci): implement large-PR handling without weakening governance
217	MERGED	2025-12-21T10:18:11Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20408321503/job/58641363883	https://github.com/rauterfrank-ui/Peak_Trade/pull/217	chore(format): pre-commit format sweep
218	MERGED	2025-12-21T10:24:37Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20408419115/job/58641592379	https://github.com/rauterfrank-ui/Peak_Trade/pull/218	docs(ops): add PR #217 merge log
219	MERGED	2025-12-21T10:30:14Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20408506563/job/58641791757	https://github.com/rauterfrank-ui/Peak_Trade/pull/219	docs(ops): add PR #218 merge log
220	MERGED	2025-12-21T10:35:33Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20408564111/job/58641924204	https://github.com/rauterfrank-ui/Peak_Trade/pull/220	docs(ops): add merge + format sweep workflow runbook
221	MERGED	2025-12-21T10:41:33Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20408630315/job/58642074687	https://github.com/rauterfrank-ui/Peak_Trade/pull/221	docs(ops): wire merge+format-sweep runbook into indexes
222	MERGED	2025-12-21T10:52:08Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20408731196/job/58642296960	https://github.com/rauterfrank-ui/Peak_Trade/pull/222	feat(web): add merge+format-sweep workflow to ops hub
223	MERGED	2025-12-21T10:55:59Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20408779468/job/58642406854	https://github.com/rauterfrank-ui/Peak_Trade/pull/223	docs(ops): add PR #222 merge log
224	MERGED	2025-12-21T11:07:41Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20408841215/job/58642561251	https://github.com/rauterfrank-ui/Peak_Trade/pull/224	docs(ops): add compact merge-log template
225	MERGED	2025-12-21T15:19:31Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20411769444/job/58649645950	https://github.com/rauterfrank-ui/Peak_Trade/pull/225	fix(quarto): make backtest report template no-exec
226	MERGED	2025-12-21T15:43:09Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20412040846/job/58650273479	https://github.com/rauterfrank-ui/Peak_Trade/pull/226	feat(ops): merge log generator + format guard
227	MERGED	2025-12-21T15:55:38Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20412216499/job/58650657704	https://github.com/rauterfrank-ui/Peak_Trade/pull/227	feat(ops): add PR merge workflow with ops audit integration
228	MERGED	2025-12-21T17:31:45Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20413311168/job/58653308342	https://github.com/rauterfrank-ui/Peak_Trade/pull/228	chore/ops convenience pack 2025 12 21 ee67053
229	MERGED	2025-12-21T17:39:30Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20413413009/job/58653534978	https://github.com/rauterfrank-ui/Peak_Trade/pull/229	docs(ops): add PR #228 merge log
